ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9789777950244,35700876,المقاومة بالكتابة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500403598i/35700876.jpg,https://www.goodreads.com/book/show/35700876,"First published January 1, 2016",4 ratings,0 reviews,3.75,0 (0%),3 (75%),1 (25%),0 (0%),0 (0%),جابر عصفور,https://www.goodreads.com/author/show/2749115._,112 ,158 followers,المقاومة بالكتابة,"429 pages, Paperback","January 1, 2016 by الدار المصرية اللبنانية",Arabic,,جابر عصفور,Show all editions,,27 people want to read,
9789923400807,56571504-366,366,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609920818i/56571504.jpg,https://www.goodreads.com/book/show/56571504-366,"Published January 1, 2021",84 ratings,19 reviews,3.36,11 (13%),31 (36%),26 (30%),9 (10%),7 (8%),أمير تاج السر,https://www.goodreads.com/author/show/2770795._,42 ,627 followers,,"214 pages, Paperback","January 1, 2021 by دار خطوط وظلال للنشر والتوزيع",Arabic,,أمير تاج السر,Show all 2 editions,7 people are currently reading,92 people want to read,
9789776467453,38489299,كتاب الطاو والفضيلة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606976628i/38489299.jpg,https://www.goodreads.com/book/show/38489299,"First published January 1, 351","144,311 ratings","6,539 reviews",4.3,"78,297 (54%)","39,946 (27%)","18,915 (13%)","4,783 (3%)","2,370 (1%)",Lao Tzu,https://www.goodreads.com/author/show/2622245.Lao_Tzu,381 ,"3,750 followers",道德經,"144 pages, Paperback","January 1, 2018 by دار الكرمة",Arabic,,"Lao Tzu,لَو تسو,علاء الديب (ترجمة)",Show all 2706 editions,31.6k people are currently reading,174k people want to read,"Philosophy,Nonfiction,Classics,Religion,Spirituality,Poetry,China"
9786140128446,49399960,مقبرة الحيوانات,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1569360454l/49399960.jpg,https://www.goodreads.com/book/show/49399960,"First published November 14, 1983","532,532 ratings","20,458 reviews",4.04,"201,944 (37%)","189,848 (35%)","109,270 (20%)","24,506 (4%)","6,964 (1%)",Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,"2,022 ",812k followers,Pet Sematary,Paperback,الدار العربية للعلوم ناشرون,,"Ludlow, Maine (United States), Maine (United States)",Stephen King,Show all 376 editions,11.8k people are currently reading,232k people want to read,"Horror,Fiction,Thriller,Fantasy,Audiobook,Paranormal,Adult"
9789776692381,54442301,مساء لا ينتهي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1594215400i/54442301.jpg,https://www.goodreads.com/book/show/54442301,"First published June 23, 2020",64 ratings,27 reviews,4.47,39 (60%),19 (29%),3 (4%),3 (4%),0 (0%),صفا ممدوح,https://www.goodreads.com/author/show/8140858._,4 ,227 followers,مساء لا ينتهي,"320 pages, Paperback","June 23, 2020 by كتوبيا للنشر والتوزيع",Arabic,,صفا ممدوح,Show all editions,3 people are currently reading,122 people want to read,
9786140124660,38810988,آشلي بيل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519719735i/38810988.jpg,https://www.goodreads.com/book/show/38810988,"First published December 8, 2015","18,034 ratings","2,445 reviews",3.62,"4,452 (24%)","5,908 (32%)","4,827 (26%)","1,979 (10%)",868 (4%),Dean Koontz,https://www.goodreads.com/author/show/9355.Dean_Koontz,626 ,33.6k followers,Ashley Bell,"598 pages, Paperback","February 8, 2018 by  الدار العربية للعلوم ناشرون",Arabic,,"Dean Koontz,عبد الرحمن النجار (ترجمة)",Show all 34 editions,"2,621 people are currently reading",14.9k people want to read,"Thriller,Fiction,Mystery,Horror,Fantasy,Suspense,Paranormal"
9786144385906,40082189,دودة الحرير,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1525860218i/40082189.jpg,https://www.goodreads.com/book/show/40082189,"First published June 19, 2014","250,110 ratings","18,459 reviews",4.05,"80,429 (32%)","113,359 (45%)","46,127 (18%)","7,651 (3%)","2,544 (1%)",Robert Galbraith,https://www.goodreads.com/author/show/383606.Robert_Galbraith,22 ,27.2k followers,The Silkworm,"572 pages, Paperback","June 1, 2018 by هاشيت أنطوان - نوفل",Arabic,"London, England (United Kingdom)","Robert Galbraith,روبرت غالبريث",Show all 181 editions,"9,270 people are currently reading",110k people want to read,"Mystery,Fiction,Crime,Thriller,Audiobook,Mystery Thriller,Detective"
9782843090868,33539594,موت الراقصات,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1482330924i/33539594.jpg,https://www.goodreads.com/book/show/33539594,"First published November 4, 1996",54 ratings,9 reviews,3.15,6 (11%),18 (33%),14 (25%),10 (18%),6 (11%),Antonio Soler,https://www.goodreads.com/author/show/119183.Antonio_Soler,45 ,24 followers,Las bailarinas muertas,"318 pages, Paperback","January 1, 2016 by دار المدى",Arabic,,"Antonio Soler,علي إبراهيم الأشقر (ترجمة)",Show all 8 editions,8 people are currently reading,123 people want to read,Fiction
9789776692411,108657027,النهاية,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/108657027,"Published January 1, 2018",1 rating,0 reviews,1.0,0 (0%),0 (0%),0 (0%),0 (0%),1 (100%),ممدوح نصر الله,https://www.goodreads.com/author/show/27891224._,,,,"550 pages, Paperback","January 1, 2018 by Dar Kotopia",Arabic,,ممدوح نصر الله,Show all editions,,,
9786140128507,51921776,أنطوان رأس النحس,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1569164741l/51921776.jpg,https://www.goodreads.com/book/show/51921776,"First published July 19, 2019",7 ratings,0 reviews,4.57,4 (57%),3 (42%),0 (0%),0 (0%),0 (0%),يوسف صديق,https://www.goodreads.com/author/show/2868882._,2 ,16 followers,,"344 pages, Paperback","July 19, 2019 by الدار العربية للعلوم ناشرون ",Arabic,,يوسف صديق,Show all editions,,30 people want to read,
9789777951609,38692421,مأساة الملك علوي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519208229i/38692421.jpg,https://www.goodreads.com/book/show/38692421,"First published April 4, 2018",17 ratings,1 review,3.06,1 (5%),4 (23%),8 (47%),3 (17%),1 (5%),حجاج أدول,https://www.goodreads.com/author/show/5899859._,47 ,131 followers,مأساة الملك علوي,"296 pages, Paperback","April 4, 2018 by الدار المصرية اللبنانية",Arabic,,"حجاج أدول,Haggag Hassan Oddoul",Show all 2 editions,,,
9786140125575,108829142-karaz-hamid,Karaz Hamid,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/108829142-karaz-hamid,"Published January 1, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Sura Alush,https://www.goodreads.com/author/show/27926379.Sura_Alush,,,,"319 pages, Paperback","January 1, 2018 by Al-Dar Al-Arabiyah Lil-Ulum Nashirun",Arabic,,Sura Alush,Show all editions,,,
9782843091391,43573857,الخوف من الموت,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647968848i/43573857.jpg,https://www.goodreads.com/book/show/43573857,"First published September 8, 2015","2,000 ratings",363 reviews,3.12,233 (11%),478 (23%),741 (37%),398 (19%),150 (7%),Erica Jong,https://www.goodreads.com/author/show/6085.Erica_Jong,108 ,771 followers,Fear of Dying,"272 pages, Paperback",المدى,,,"Erica Jong,أسامة منزلجي (Translator)",Show all 43 editions,130 people are currently reading,"3,259 people want to read","Fiction,Feminism,Womens Fiction,Novels,Romance,Chick Lit,Audiobook"
9786140124875,93808555,قصر الدم وقضايا أخرى,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/93808555,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),فراس عوض الله,https://www.goodreads.com/author/show/18278831._,7 ,2 followers,,Hardcover,الدار العربية للعلوم ناشرون,Arabic,,فراس عوض الله,Show all editions,,,
9789938241495,57011713,قيامة الحشاشين,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612887263i/57011713.jpg,https://www.goodreads.com/book/show/57011713,"First published January 1, 2020",305 ratings,73 reviews,3.99,108 (35%),116 (38%),59 (19%),14 (4%),8 (2%),هادي التيمومي,https://www.goodreads.com/author/show/7907719._,3 ,14 followers,قيامة الحشاشين,"431 pages, Paperback","January 1, 2020 by مسكيلياني للنشر والتوزيع ",Arabic,,هادي التيمومي,Show all editions,54 people are currently reading,"1,389 people want to read","Novels,Fiction,Literature"
9786144259573,43430342-memory-darkness-atmat-alzakira,عتمة الذاكرة Memory Darkness Atmat Alzakira,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546347595i/43430342.jpg,https://www.goodreads.com/book/show/43430342-memory-darkness-atmat-alzakira,"First published January 1, 2016","2,404 ratings",399 reviews,3.01,357 (14%),434 (18%),792 (32%),514 (21%),307 (12%),أثير عبدالله النشمي,https://www.goodreads.com/author/show/3162181._,8 ,14.3k followers,,"192 pages, Paperback",دار الساقي للطباعة والنشر,,,أثير عبدالله النشمي,Show all 3 editions,138 people are currently reading,"3,126 people want to read","Fiction,Novels,Romance,Drama"
9783899303407,9307634,أوزة الشتاء تنبح في السماء,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467572671i/9307634.jpg,https://www.goodreads.com/book/show/9307634,"First published July 22, 2009",116 ratings,29 reviews,3.14,11 (9%),29 (25%),49 (42%),19 (16%),8 (6%),Billy Collins,https://www.goodreads.com/author/show/438.Billy_Collins,114 ,"1,345 followers",,"205 pages, Paperback","January 1, 2009 by منشورات الجمل، الكلمة ",Arabic,,"Billy Collins,سامر أبو هواش (ترجمة),بيلي كولينز",Show all editions,3 people are currently reading,52 people want to read,Poetry
6281072056605,46006409,الأفيال تستطيع أن تتذكر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558724015i/46006409.jpg,https://www.goodreads.com/book/show/46006409,"First published November 1, 1972","36,716 ratings","2,310 reviews",3.65,"7,647 (20%)","13,025 (35%)","12,336 (33%)","3,067 (8%)",641 (1%),Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,"3,749 ",57.6k followers,Elephants Can Remember,"332 pages, Paperback","January 1, 2018 by مكتبة جرير",Arabic,,Agatha Christie,Show all 282 editions,915 people are currently reading,18k people want to read,"Mystery,Fiction,Crime,Classics,Mystery Thriller,Detective,Audiobook"
9786140124745,39679726,من الأفضل كتمان السر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522352418i/39679726.jpg,https://www.goodreads.com/book/show/39679726,"First published April 30, 2013","45,066 ratings","2,717 reviews",4.02,"14,749 (32%)","18,706 (41%)","9,663 (21%)","1,554 (3%)",394 (<1%),Jeffrey Archer,https://www.goodreads.com/author/show/4820.Jeffrey_Archer,463 ,10.4k followers,Best Kept Secret,"437 pages, Paperback","February 20, 2018 by الدار العربية للعلوم ناشرون",Arabic,,Jeffrey Archer,Show all 87 editions,"3,365 people are currently reading",14k people want to read,"Fiction,Historical Fiction,Mystery,Audiobook,Historical,Drama,Thriller"
9789953895260,60706236,الجنيد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648464017i/60706236.jpg,https://www.goodreads.com/book/show/60706236,"Published January 1, 2016",1 rating,1 review,5.0,1 (100%),0 (0%),0 (0%),0 (0%),0 (0%),عبد الإله بن عرفة,https://www.goodreads.com/author/show/5080312._,17 ,142 followers,,"351 pages, Paperback","January 1, 2016 by Dar Al Adab دار الآداب",Arabic,,عبد الإله بن عرفة,Show all editions,,,
9789953689180,58929326,عشّ الطائر المتوحّد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630849239i/58929326.jpg,https://www.goodreads.com/book/show/58929326,"Published January 1, 2019",1 rating,1 review,3.0,0 (0%),0 (0%),1 (100%),0 (0%),0 (0%),أبو يوسف طه,https://www.goodreads.com/author/show/21789505._,,,,158 pages,"January 1, 2019 by المركز الثقافي العربي",,,أبو يوسف طه,Show all editions,,4 people want to read,
9770809241,53616333,لن أعيش في جلباب أبي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1590758415i/53616333.jpg,https://www.goodreads.com/book/show/53616333,"First published January 1, 1982","2,120 ratings",202 reviews,3.38,399 (18%),569 (26%),733 (34%),284 (13%),135 (6%),إحسان عبد القدوس,https://www.goodreads.com/author/show/1375008._,85 ,"4,133 followers",لن أعيش في جلباب أبي,"152 pages, Paperback","January 1, 2000 by دار أخبار اليوم",Arabic,,إحسان عبد القدوس,Show all 8 editions,57 people are currently reading,"2,438 people want to read","Novels,Media Tie In,Fiction,Literature,Classics,Egyptian Literature,Romance"
9789777810401,28448789,رحمة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451929816i/28448789.jpg,https://www.goodreads.com/book/show/28448789,"First published January 1, 2016",373 ratings,62 reviews,4.19,202 (54%),91 (24%),42 (11%),24 (6%),14 (3%),ميسون سرور,https://www.goodreads.com/author/show/7732428._,18 ,377 followers,رحمة,728 pages,"January 1, 2016",Arabic,,ميسون سرور,Show all 2 editions,29 people are currently reading,652 people want to read,
9789953876573,9653545,مؤسسة ضبط الساعة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1289072301i/9653545.jpg,https://www.goodreads.com/book/show/9653545,"First published January 1, 1954","13,259 ratings",848 reviews,4.41,"7,598 (57%)","3,978 (30%)","1,280 (9%)",311 (2%),92 (<1%),Ahmet Hamdi Tanpınar,https://www.goodreads.com/author/show/2936248.Ahmet_Hamdi_Tanp_nar,34 ,650 followers,Saatleri Ayarlama Enstitüsü,"408 pages, Paperback","January 1, 2009 by الدار العربية للعلوم",Turkish,Istanbul (Turkey),"Ahmet Hamdi Tanpınar,عبد القادر عبد اللي (ترجمة)",Show all 49 editions,992 people are currently reading,604 people want to read,"Turkish Literature,Fiction,Turkish,Classics,Roman,Novels,Literature"
9786144328446,45172518,حرب البنفسج,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555659739i/45172518.jpg,https://www.goodreads.com/book/show/45172518,"Published January 1, 2018",2 ratings,2 reviews,4.5,1 (50%),1 (50%),0 (0%),0 (0%),0 (0%),احمد جمعة,https://www.goodreads.com/author/show/19077038._,5 ,,,"568 pages, Paperback","January 1, 2018 by دار الفارابي ",Arabic,,احمد جمعة,Show all editions,1 person is currently reading,11 people want to read,
9789923400333,56572857,شارع خاتون خانم,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609934726i/56572857.jpg,https://www.goodreads.com/book/show/56572857,"Published January 1, 2020",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),حسن حميد,https://www.goodreads.com/author/show/3403060._,15 ,20 followers,,"300 pages, Paperback","January 1, 2020 by دار خطوط وظلال للنشر والتوزيع",Arabic,,حسن حميد,Show all editions,,5 people want to read,
9783899303346,9786339,زريبة الخنازير,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321821679i/9786339.jpg,https://www.goodreads.com/book/show/9786339,"First published December 31, 1995",29 ratings,2 reviews,3.38,5 (17%),8 (27%),12 (41%),1 (3%),3 (10%),Pier Paolo Pasolini,https://www.goodreads.com/author/show/37893.Pier_Paolo_Pasolini,307 ,610 followers,,"445 pages, Paperback","January 1, 2009 by منشورات الجمل",Italian,,"Pier Paolo Pasolini,بيير باولو بازوليني,محمد بن صالح (Translator)",Show all 3 editions,1 person is currently reading,80 people want to read,
9789953713977,29871239,بحوث في مدرسة الصدر,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/29871239,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),عبد اللطيف الحرز,https://www.goodreads.com/author/show/7078693._,30 ,13 followers,,ebook,ektab,,,عبد اللطيف الحرز,Show all 2 editions,1 person is currently reading,,
9789770926918,32572289,قدر الغرف المقبضة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1476186009i/32572289.jpg,https://www.goodreads.com/book/show/32572289,"First published January 1, 1982",87 ratings,28 reviews,3.74,22 (25%),35 (40%),18 (20%),9 (10%),3 (3%),عبد الحكيم قاسم,https://www.goodreads.com/author/show/2966488._,16 ,232 followers,,"166 pages, Paperback","January 1, 2016 by دار الشروق",Arabic,,عبد الحكيم قاسم,Show all 3 editions,6 people are currently reading,210 people want to read,"Novels,Literature"
9786140234536,95771772,‫فدوى‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/95771772,"Published February 28, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),شادي حسين,https://www.goodreads.com/author/show/17832562._,,,,104 pages,"February 28, 2018 by الدار العربية للعلوم ناشرون",Arabic,,شادي حسين,Show all editions,,,
9786140119628,108826254,ثلاثية 'بياض الثلج',https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/108826254,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),unknown author,https://www.goodreads.com/author/show/22294257.unknown_author,3m ,9 followers,,Hardcover,الدار العربية للعلوم ناشرون,Arabic,,unknown author,Show all editions,,,
9786144198827,108832390-linda,Linda,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/108832390-linda,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),unknown author,https://www.goodreads.com/author/show/22294257.unknown_author,3m ,9 followers,,Paperback,Al-Muassassah Al-Arabiyah Lil-Ulum Nashirun,Arabic,,unknown author,Show all editions,,,
9789773193652,38909781,حفظت القضية,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520196844i/38909781.jpg,https://www.goodreads.com/book/show/38909781,"First published January 1, 2006",258 ratings,54 reviews,3.22,28 (10%),78 (30%),94 (36%),39 (15%),19 (7%),Patrik Ouředník,https://www.goodreads.com/author/show/1136412.Patrik_Ou_edn_k,31 ,72 followers,Ad acta,96 pages,"January 1, 2017 by العربي للنشر والتوزيع",Arabic,,"Patrik Ouředník,عمرو الشطوري (Translator)",Show all 12 editions,6 people are currently reading,231 people want to read,"Fiction,Czech Literature,Literature"
9786144259597,32947779,كان غدًا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478932993i/32947779.jpg,https://www.goodreads.com/book/show/32947779,"First published December 1, 2016",51 ratings,11 reviews,4.04,13 (25%),27 (52%),11 (21%),0 (0%),0 (0%),Hilal Chouman,https://www.goodreads.com/author/show/2420835.Hilal_Chouman,6 ,372 followers,,"383 pages, Paperback","December 1, 2016 by دار الساقي",Arabic,,Hilal Chouman,Show all 3 editions,5 people are currently reading,94 people want to read,Novels
9789776592230,39700922,الحجرة الخلفية,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522638605i/39700922.jpg,https://www.goodreads.com/book/show/39700922,"Published January 1, 2018",3 ratings,0 reviews,2.33,0 (0%),0 (0%),1 (33%),2 (66%),0 (0%),يجل بالتشن,https://www.goodreads.com/author/show/17901857._,,,,"216 pages, Paperback","January 1, 2018 by دار نبتة للنشر",Arabic,,يجل بالتشن,Show all editions,,3 people want to read,
9789776467835,38200894,الإوزة البرية,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1516879451i/38200894.jpg,https://www.goodreads.com/book/show/38200894,"First published September 1, 1911","2,613 ratings",318 reviews,3.58,435 (16%),967 (37%),937 (35%),238 (9%),36 (1%),Ōgai Mori,https://www.goodreads.com/author/show/8076648._gai_Mori,290 ,147 followers,雁 [Gan],"232 pages, Paperback","January 26, 2018 by الكرمة",Arabic,Japan,"Ōgai Mori,أوجاي موري,ميسرة عفيفي (translator)",Show all 43 editions,92 people are currently reading,"5,401 people want to read","Japan,Japanese Literature,Fiction,Classics,Historical Fiction,Literature,Asia"
9789954168264,40193853-le-diner-de-trop,Le diner de trop,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/40193853-le-diner-de-trop,"Published January 1, 2018",3 ratings,0 reviews,3.33,1 (33%),1 (33%),0 (0%),0 (0%),1 (33%),Yasmina Rheljari,https://www.goodreads.com/author/show/18051113.Yasmina_Rheljari,3 ,,,"192 pages, Paperback","January 1, 2018 by Le Fennec",French,,Yasmina Rheljari,Show all editions,,1 person wants to read,
6281072088057,36528369,اللورد إدجوير يموت,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509721929i/36528369.jpg,https://www.goodreads.com/book/show/36528369,"First published January 1, 1933","43,554 ratings","2,715 reviews",3.94,"11,631 (26%)","19,303 (44%)","11,127 (25%)","1,258 (2%)",235 (<1%),Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,"3,749 ",57.6k followers,Lord Edgware Dies,"344 pages, Paperback","January 1, 2016 by مكتبة جرير",Arabic,"London, England (United Kingdom), Paris (France)",Agatha Christie,Show all 373 editions,"1,188 people are currently reading",19.8k people want to read,"Mystery,Fiction,Crime,Classics,Mystery Thriller,Detective,Audiobook"
9789957652012,57512463,رواية جريمة عصيان,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621349744i/57512463.jpg,https://www.goodreads.com/book/show/57512463,,2 ratings,0 reviews,3.5,1 (50%),0 (0%),0 (0%),1 (50%),0 (0%),الكاتب محمد الحلواني,https://www.goodreads.com/author/show/21310774._,8 ,3 followers,,103 pages,دار المعتز للنشر والتوزيع,Arabic,,الكاتب محمد الحلواني,Show all editions,1 person is currently reading,8 people want to read,
9789953891033,7722828,نحو النجوم وقصص أخرى,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1265973123i/7722828.jpg,https://www.goodreads.com/book/show/7722828,"First published January 1, 1950","7,551 ratings",224 reviews,4.24,"3,581 (47%)","2,662 (35%)",986 (13%),219 (2%),103 (1%),William Faulkner,https://www.goodreads.com/author/show/3535.William_Faulkner,705 ,"8,523 followers",Collected Stories of William Faulkner,"239 pages, Paperback","January 1, 2009 by دار الآداب - بيروت",Arabic,,"William Faulkner,ويليام فوكنر,سامر أبو هواش (مترجم)",Show all 145 editions,735 people are currently reading,10.6k people want to read,"Short Stories,Fiction,Classics,Literature,American,Southern Gothic,Southern"
6281072080235,27880860,الأجوف,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448256792i/27880860.jpg,https://www.goodreads.com/book/show/27880860,"First published January 1, 1946","31,312 ratings","2,253 reviews",3.81,"7,493 (23%)","12,574 (40%)","9,245 (29%)","1,690 (5%)",310 (<1%),Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,"3,749 ",57.6k followers,The Hollow,"274 pages, Paperback","January 1, 2014 by مكتبة جرير",Arabic,"London, England (United Kingdom), Ainswick, England (United Kingdom)",Agatha Christie,Show all 286 editions,"1,059 people are currently reading",17.4k people want to read,"Mystery,Fiction,Crime,Classics,Detective,Mystery Thriller,Audiobook"
9789779920153,56876726,مكبث,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1611923544i/56876726.jpg,https://www.goodreads.com/book/show/56876726,"First published January 1, 1623","825,746 ratings","16,524 reviews",3.9,"273,071 (33%)","287,714 (34%)","192,796 (23%)","54,079 (6%)","18,086 (2%)",William Shakespeare,https://www.goodreads.com/author/show/947.William_Shakespeare,14.9k ,41.1k followers,The Tragedy of Macbeth,"110 pages, Paperback","August 1, 2019 by عصير الكتب",Arabic,Scotland,William Shakespeare,Show all 6893 editions,15.4k people are currently reading,240k people want to read,"Classics,Plays,Fiction,School,Drama,Read For School,Literature"
9781787524460,59959853,فِي ظلْ الحُبْ,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1640705452i/59959853.jpg,https://www.goodreads.com/book/show/59959853,"First published January 1, 2021",5 ratings,3 reviews,5.0,5 (100%),0 (0%),0 (0%),0 (0%),0 (0%),تارة عبدالله,https://www.goodreads.com/author/show/22100481._,,,فِي ظلْ الحُبْ,"172 pages, Paperback","January 1, 2021 by آفاق للنشر",Arabic,,تارة عبدالله,Show all editions,,2 people want to read,
9789933921859,52789751,شوكولا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1585507554i/52789751.jpg,https://www.goodreads.com/book/show/52789751,"First published March 4, 1999","121,749 ratings","4,890 reviews",3.96,"37,955 (31%)","49,049 (40%)","27,852 (22%)","5,483 (4%)","1,410 (1%)",Joanne Harris,https://www.goodreads.com/author/show/9432.Joanne_Harris,99 ,"5,580 followers",Chocolat,"328 pages, Paperback","March 26, 2018 by دار ظمأ للطباعة والنشر والتوزيع",English,"Lansquenet-sous-Tannes (France), France","Joanne Harris,طارق كريم (Translator)",Show all 220 editions,"1,549 people are currently reading",39.4k people want to read,"Fiction,Romance,Magical Realism,France,Fantasy,Contemporary,Historical Fiction"
9786144511985,55745013,اعترافات بيتهوڤن,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1603196086i/55745013.jpg,https://www.goodreads.com/book/show/55745013,"First published October 14, 2020",4 ratings,1 review,3.75,1 (25%),2 (50%),0 (0%),1 (25%),0 (0%),اسكندر نجار,https://www.goodreads.com/author/show/7302379._,6 ,,اعترافات بيتهوڤن,"56 pages, Paperback","October 14, 2020 by دار سائر المشرق",Arabic,,اسكندر نجار,Show all editions,1 person is currently reading,4 people want to read,
6281072090746,60181013,مغامرة كعكة العيد  وقصص أخرى,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1642859598i/60181013.jpg,https://www.goodreads.com/book/show/60181013,"First published October 24, 1960","19,173 ratings","1,302 reviews",3.77,"4,162 (21%)","7,744 (40%)","6,162 (32%)",926 (4%),179 (<1%),Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,"3,749 ",57.6k followers,The Adventure of the Christmas Pudding,"370 pages, Paperback","January 1, 2019 by مكتبة جرير",Arabic,"London, England (United Kingdom), Kings Lacey (United Kingdom)",Agatha Christie,Show all 163 editions,591 people are currently reading,15k people want to read,"Mystery,Crime,Christmas,Fiction,Short Stories,Classics,Detective"
9783899303445,8535816,وحيدة في غرفة أمسح الغبار,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322491565i/8535816.jpg,https://www.goodreads.com/book/show/8535816,"First published June 30, 2009",517 ratings,137 reviews,3.35,86 (16%),152 (29%),175 (33%),65 (12%),39 (7%),Dorianne Laux,https://www.goodreads.com/author/show/155377.Dorianne_Laux,37 ,514 followers,In a Room with a Rag in My Hand,"174 pages, Paperback","January 1, 2009 by منشورات الجمل",Arabic,,"Dorianne Laux,سامر أبو هواش (ترجمة),دوريان لوكس",Show all editions,12 people are currently reading,"1,071 people want to read","Poetry,Nonfiction,English Literature,American"
